customer_id,first_name,last_name,age,gender,city,state,signup_date,segment,membership_tier,preferred_channel,is_active,lifetime_value
106,Hiro,Kim,33.0,F,Belo Horizonte,MG,2024-08-29,consumer,bronze,paid_search,0,32.25
107,Bruno,Santos,44.0,M,Brasilia,DF,2024-07-15,consumer,silver,referral,1,47.18
108,Julia,Silva,18.0,,Salvador,BA,2023-07-30,consumer,gold,direct,1,41.34
109,Bruno,Rodrigues,37.0,,Porto Alegre,RS,2024-01-13,small_business,bronze,organic,1,46.41
110,Paulo,Oliveira,45.0,F,Rio de Janeiro,RJ,2025-03-31,consumer,gold,paid_search,0,77.68
111,Carla,Pereira,37.0,,Fortaleza,CE,2024-09-14,consumer,silver,paid_search,1,51.8
112,Luisa,Barbosa,46.0,,Fortaleza,CE,2024-04-07,consumer,bronze,social,1,52.2
113,Joao,Ribeiro,34.0,F,Fortaleza,CE,2025-05-28,consumer,gold,social,1,182.34
114,Isabela,Oliveira,36.0,M,Belo Horizonte,MG,2024-03-08,consumer,platinum,email,1,105.9
115,Nicolas,Matsuda,37.0,,Brasilia,DF,2023-01-06,consumer,silver,direct,1,51.98
116,Juyoung,Ferreira,29.0,,Belo Horizonte,MG,2024-08-13,consumer,gold,organic,1,40.05
117,Rafael,Ribeiro,38.0,M,Belo Horizonte,MG,2024-06-25,consumer,gold,organic,1,81.47
118,Yuki,Lima,31.0,M,Campinas,SP,2024-04-05,small_business,bronze,paid_search,1,37.07
119,Valentina,Ribeiro,42.0,,Brasilia,DF,2024-09-21,consumer,silver,paid_search,1,150.41
120,Juyoung,Park,18.0,,Florianopolis,SC,2024-09-14,consumer,platinum,organic,1,163.63
121,Andre,Tanaka,58.0,Other,Fortaleza,CE,2023-03-23,consumer,gold,direct,1,72.06
122,Luisa,Rodrigues,38.0,M,Belo Horizonte,MG,2023-02-12,consumer,bronze,email,1,76.27
123,Beatriz,Rodrigues,49.0,,Goiania,GO,2025-06-24,small_business,gold,social,0,49.07
124,Paulo,Kim,34.0,Other,Salvador,BA,2023-07-06,consumer,bronze,organic,1,128.58
125,Nicolas,Araujo,23.0,,Brasilia,DF,2024-11-06,consumer,gold,paid_search,1,24.71
126,Olivia,Oliveira,30.0,Other,Campinas,SP,2023-03-17,consumer,silver,organic,0,181.53
127,Camila,Silva,18.0,,Recife,PE,2025-11-19,small_business,bronze,email,1,64.55
128,Lucas,Cardoso,31.0,,Belo Horizonte,MG,2025-11-27,consumer,platinum,social,1,34.33
129,Sofia,Lima,34.0,,Belo Horizonte,MG,2024-06-30,consumer,gold,paid_search,1,65.73
130,Ana,Cardoso,33.0,M,Salvador,BA,2023-09-06,consumer,bronze,referral,1,48.13
131,Carla,Pereira,18.0,F,Sao Paulo,SP,2025-04-15,consumer,silver,organic,1,128.37
132,Paulo,Ferreira,19.0,Other,Rio de Janeiro,RJ,2023-11-12,consumer,bronze,organic,0,41.82
133,Hiro,Matsuda,43.0,,Salvador,BA,2025-08-25,consumer,bronze,paid_search,1,143.01
134,Pedro,Lima,28.0,Other,Fortaleza,CE,2025-11-06,consumer,bronze,organic,1,89.45
135,Beatriz,Barbosa,41.0,F,Recife,PE,2024-11-27,small_business,bronze,email,1,87.06
136,Julia,Lima,39.0,,Curitiba,PR,2025-09-29,consumer,bronze,paid_search,0,55.38
137,Olivia,Nagata,37.0,M,Campinas,SP,2025-02-11,consumer,gold,direct,1,31.48
138,Bruno,Nagata,26.0,,Belo Horizonte,MG,2025-04-21,consumer,bronze,email,1,28.64
139,Paulo,Santos,18.0,Other,Goiania,GO,2023-11-08,consumer,platinum,referral,0,184.54
140,Renata,Matsuda,,M,Salvador,BA,2023-07-24,small_business,gold,social,0,129.28
141,Carla,Araujo,37.0,Other,Goiania,GO,2023-11-13,consumer,bronze,organic,1,23.9
142,Yuki,Oliveira,34.0,,Florianopolis,SC,2025-03-25,consumer,bronze,organic,1,82.15
143,Julia,Melo,35.0,F,Goiania,GO,2025-09-26,consumer,silver,email,1,37.08
144,Hiro,Oliveira,36.0,F,Goiania,GO,2024-08-11,consumer,silver,organic,1,120.26
145,Olivia,Costa,18.0,F,Florianopolis,SC,2023-07-25,consumer,bronze,organic,1,30.95
146,Lucas,Kim,35.0,M,Sao Paulo,SP,2024-08-23,consumer,bronze,paid_search,1,42.38
147,Felipe,Costa,24.0,,Fortaleza,CE,2024-01-04,consumer,silver,email,1,125.48
148,Beatriz,Ribeiro,25.0,,Belo Horizonte,MG,2025-10-16,consumer,bronze,email,0,101.51
149,Mateus,Silva,59.0,,Salvador,BA,2024-06-06,consumer,gold,organic,0,62.95
150,Carla,Matsuda,33.0,Other,Goiania,GO,2023-11-20,consumer,silver,paid_search,1,192.96
151,Olivia,Ferreira,40.0,,Recife,PE,2024-05-27,consumer,silver,paid_search,0,119.53
152,Marina,Ribeiro,33.0,Other,Rio de Janeiro,RJ,2024-04-30,consumer,silver,direct,1,96.78
153,Camila,Park,39.0,F,Curitiba,PR,2023-02-14,consumer,gold,paid_search,1,127.54
154,Camila,Ferreira,38.0,M,Florianopolis,SC,2025-10-14,consumer,silver,direct,0,75.54
155,Yuki,Almeida,23.0,M,Porto Alegre,RS,2024-03-24,small_business,platinum,direct,1,125.45
156,Joao,Matsuda,34.0,Other,Goiania,GO,2023-03-22,consumer,gold,organic,1,67.89
157,Karen,Tanaka,29.0,M,Rio de Janeiro,RJ,2024-08-27,consumer,silver,paid_search,1,55.4
158,Renata,Rodrigues,32.0,Other,Porto Alegre,RS,2025-12-23,consumer,gold,paid_search,1,51.22
159,Pedro,Nagata,36.0,,Salvador,BA,2024-08-27,consumer,bronze,direct,0,113.72
160,Julia,Park,34.0,Other,Brasilia,DF,2024-04-07,small_business,gold,direct,1,126.38
161,Isabela,Melo,28.0,Other,Recife,PE,2023-01-29,consumer,silver,direct,1,155.34
162,Tiago,Park,29.0,Other,Goiania,GO,2024-06-20,consumer,gold,paid_search,0,159.5
163,Ana,Cardoso,20.0,Other,Belo Horizonte,MG,2025-08-23,consumer,bronze,organic,0,38.43
164,Yuki,Matsuda,33.0,Other,Belo Horizonte,MG,2023-05-10,consumer,silver,paid_search,1,76.75
165,Bruno,Santos,43.0,,Rio de Janeiro,RJ,2023-10-14,enterprise,silver,email,0,58.65
166,Eduarda,Park,35.0,,Belo Horizonte,MG,2026-01-05,consumer,silver,paid_search,0,89.61
167,Andre,Tanaka,27.0,,Florianopolis,SC,2023-11-13,small_business,bronze,organic,1,47.79
168,Juyoung,Kim,48.0,,Curitiba,PR,2023-03-09,consumer,bronze,direct,1,47.35
169,Mateus,Kim,36.0,Other,Porto Alegre,RS,2023-07-23,consumer,silver,organic,1,26.86
170,Daniel,Matsuda,27.0,M,Curitiba,PR,2024-01-24,small_business,platinum,direct,1,52.85
171,Bruno,Nagata,40.0,M,Fortaleza,CE,2023-02-13,consumer,bronze,paid_search,1,222.77
172,Camila,Melo,33.0,M,Belo Horizonte,MG,2023-05-21,consumer,bronze,email,0,195.73
173,Luisa,Lima,33.0,F,Belo Horizonte,MG,2024-11-03,consumer,silver,direct,1,136.05
174,Sofia,Rodrigues,40.0,F,Brasilia,DF,2023-09-24,consumer,gold,referral,1,201.95
175,Ana,Kim,42.0,M,Sao Paulo,SP,2023-09-27,consumer,silver,email,1,90.41
176,Isabela,Santos,32.0,,Sao Paulo,SP,2023-12-23,consumer,gold,organic,1,72.82
177,Paulo,Matsuda,34.0,F,Florianopolis,SC,2023-05-11,consumer,bronze,email,1,143.61
178,Pedro,Barbosa,20.0,F,Belo Horizonte,MG,2023-03-30,consumer,silver,referral,0,104.35
179,Nicolas,Souza,36.0,,Salvador,BA,2025-04-02,enterprise,bronze,email,1,171.82
180,Valentina,Lima,29.0,Other,Rio de Janeiro,RJ,2024-10-21,consumer,silver,organic,1,74.92
181,Marina,Cardoso,45.0,,Fortaleza,CE,2024-10-27,consumer,gold,direct,1,26.74
182,Rafael,Souza,28.0,M,Recife,PE,2023-07-23,small_business,bronze,organic,1,83.62
183,Karen,Matsuda,49.0,F,Belo Horizonte,MG,2025-04-27,consumer,silver,paid_search,1,64.11
184,Lucas,Lima,19.0,,Porto Alegre,RS,2024-06-06,consumer,gold,email,1,20.0
185,Nicolas,Souza,36.0,Other,Rio de Janeiro,RJ,2023-07-10,consumer,bronze,direct,0,47.54
186,Tiago,Melo,40.0,F,Campinas,SP,2023-05-03,consumer,silver,social,1,62.83
187,Julia,Santos,33.0,Other,Goiania,GO,2025-05-16,small_business,bronze,paid_search,0,77.17
188,Gabriela,Lima,21.0,M,Fortaleza,CE,2025-11-05,small_business,silver,direct,1,158.58
189,Daniel,Rodrigues,37.0,,Porto Alegre,RS,2025-01-22,small_business,gold,referral,1,87.71
190,Valentina,Rodrigues,,Other,Fortaleza,CE,2023-02-23,small_business,silver,organic,0,102.04
191,Lucas,Silva,27.0,M,Curitiba,PR,2024-11-26,consumer,silver,organic,1,196.48
192,Eduarda,Silva,42.0,M,Recife,PE,2023-05-23,consumer,silver,organic,0,45.08
193,Felipe,Kim,29.0,Other,Salvador,BA,2024-11-29,consumer,bronze,email,1,20.0
194,Andre,Santos,24.0,F,Fortaleza,CE,2023-06-23,consumer,platinum,organic,1,64.8
195,Mateus,Tanaka,49.0,,Curitiba,PR,2025-06-26,consumer,bronze,paid_search,1,112.89
196,Daniel,Kim,31.0,Other,Belo Horizonte,MG,2025-11-15,consumer,bronze,social,0,44.29
197,Renata,Ferreira,51.0,,Fortaleza,CE,2025-09-23,small_business,bronze,organic,0,97.95
198,Gabriela,Ferreira,47.0,M,Sao Paulo,SP,2023-01-16,consumer,platinum,organic,1,116.14
199,Daniel,Silva,40.0,,Curitiba,PR,2024-11-02,consumer,gold,paid_search,1,84.44
200,Juyoung,Pereira,47.0,Other,Recife,PE,2025-12-26,consumer,silver,social,1,75.08
201,Nicolas,Silva,27.0,F,Florianopolis,SC,2023-03-28,small_business,bronze,direct,1,49.88
202,Tiago,Park,39.0,,Fortaleza,CE,2025-05-29,consumer,silver,email,1,47.27
203,Karen,Costa,34.0,,Recife,PE,2023-02-12,consumer,silver,organic,0,71.67
204,Nicolas,Souza,31.0,,Porto Alegre,RS,2023-06-30,small_business,silver,referral,1,24.5
205,Pedro,Nagata,21.0,M,Recife,PE,2024-09-27,enterprise,bronze,direct,1,27.7
206,Renata,Barbosa,50.0,Other,Goiania,GO,2023-08-22,consumer,gold,direct,1,50.64
207,Hiro,Souza,40.0,M,Goiania,GO,2023-10-30,small_business,bronze,email,1,25.9
208,Felipe,Araujo,27.0,,Brasilia,DF,2023-06-04,consumer,gold,organic,1,84.56
209,Julia,Nagata,33.0,F,Fortaleza,CE,2024-10-23,consumer,gold,social,1,134.78
210,Rafael,Rodrigues,45.0,Other,Goiania,GO,2024-09-12,consumer,bronze,direct,1,23.48
211,Olivia,Santos,21.0,Other,Curitiba,PR,2025-08-03,small_business,bronze,direct,1,133.82
212,Marina,Matsuda,34.0,F,Rio de Janeiro,RJ,2025-11-04,consumer,gold,social,1,30.88
213,Karen,Cardoso,49.0,M,Fortaleza,CE,2024-01-21,consumer,bronze,organic,1,111.07
214,Rafael,Nagata,30.0,F,Salvador,BA,2023-07-31,small_business,gold,email,1,231.84
215,Hiro,Matsuda,31.0,M,Brasilia,DF,2023-03-22,consumer,bronze,social,1,59.28
216,Nicolas,Nagata,41.0,F,Curitiba,PR,2025-03-04,consumer,silver,organic,0,63.53
217,Carla,Nagata,43.0,,Goiania,GO,2024-11-16,consumer,silver,social,1,82.1
218,Karen,Oliveira,45.0,M,Florianopolis,SC,2023-11-04,consumer,silver,direct,0,35.73
219,Eduarda,Cardoso,27.0,F,Curitiba,PR,2025-03-13,small_business,bronze,email,1,210.28
220,Camila,Lima,35.0,F,Recife,PE,2024-11-03,consumer,silver,direct,1,83.01
221,Lucas,Silva,45.0,M,Recife,PE,2025-11-07,consumer,silver,social,1,135.94
222,Gabriela,Pereira,37.0,M,Porto Alegre,RS,2025-09-22,enterprise,bronze,direct,1,42.41
223,Luisa,Melo,37.0,F,Rio de Janeiro,RJ,2025-11-05,consumer,gold,direct,1,85.9
224,Valentina,Park,45.0,M,Fortaleza,CE,2023-09-26,small_business,gold,referral,1,31.93
225,Pedro,Matsuda,32.0,Other,Fortaleza,CE,2023-12-06,consumer,bronze,paid_search,1,71.91
226,Valentina,Ferreira,49.0,,Belo Horizonte,MG,2025-06-28,consumer,silver,paid_search,1,40.12
227,Rafael,Araujo,50.0,M,Belo Horizonte,MG,2024-09-25,consumer,silver,paid_search,1,122.23
228,Olivia,Ferreira,18.0,,Fortaleza,CE,2025-06-21,consumer,bronze,social,1,263.63
229,Julia,Rodrigues,44.0,,Belo Horizonte,MG,2023-10-11,consumer,gold,direct,1,288.26
230,Juyoung,Barbosa,41.0,Other,Campinas,SP,2023-07-30,consumer,gold,organic,1,78.94
231,Olivia,Barbosa,26.0,,Brasilia,DF,2024-07-12,consumer,bronze,paid_search,1,56.35
232,Andre,Kim,35.0,,Belo Horizonte,MG,2025-07-12,consumer,silver,email,1,153.73
233,Hiro,Park,24.0,Other,Campinas,SP,2025-02-04,consumer,silver,organic,1,58.28
234,Camila,Nagata,27.0,M,Porto Alegre,RS,2023-07-22,consumer,bronze,direct,1,80.79
235,Luisa,Araujo,36.0,F,Salvador,BA,2023-10-12,consumer,silver,direct,1,151.18
236,Gabriela,Lima,34.0,,Sao Paulo,SP,2024-06-08,consumer,bronze,email,1,68.33
237,Joao,Souza,21.0,,Curitiba,PR,2024-05-01,small_business,bronze,direct,1,44.0
238,Carla,Souza,27.0,,Fortaleza,CE,2025-07-25,consumer,silver,email,0,78.84
239,Tiago,Pereira,40.0,Other,Sao Paulo,SP,2025-11-21,consumer,bronze,organic,1,85.48
240,Hiro,Ribeiro,43.0,F,Fortaleza,CE,2024-12-23,consumer,bronze,email,1,251.22
241,Renata,Melo,25.0,F,Porto Alegre,RS,2023-05-19,consumer,silver,email,1,178.3
242,Yuki,Park,39.0,Other,Salvador,BA,2023-03-31,consumer,bronze,organic,1,177.16
243,Lucas,Pereira,28.0,F,Porto Alegre,RS,2023-05-19,consumer,bronze,organic,1,36.28
244,Eduarda,Santos,36.0,Other,Florianopolis,SC,2024-11-11,small_business,silver,social,1,26.22
245,Juyoung,Araujo,46.0,M,Brasilia,DF,2025-08-09,enterprise,silver,email,1,32.27
246,Joao,Almeida,26.0,M,Salvador,BA,2023-03-17,consumer,platinum,organic,1,64.49
247,Renata,Park,35.0,,Porto Alegre,RS,2024-09-27,consumer,silver,referral,1,28.55
248,Joao,Kim,44.0,F,Goiania,GO,2024-01-27,small_business,bronze,social,0,96.11
249,Daniel,Kim,46.0,,Porto Alegre,RS,2024-07-13,consumer,silver,organic,1,72.6
250,Felipe,Araujo,35.0,Other,Recife,PE,2024-11-25,small_business,silver,organic,1,60.86
251,Rafael,Oliveira,26.0,F,Campinas,SP,2024-06-30,consumer,platinum,email,1,30.0
252,Karen,Souza,22.0,Other,Brasilia,DF,2024-08-24,consumer,silver,direct,1,20.0
253,Felipe,Matsuda,34.0,F,Fortaleza,CE,2025-05-22,consumer,gold,direct,1,62.84
254,Isabela,Santos,27.0,,Porto Alegre,RS,2025-06-09,consumer,bronze,organic,1,120.93
255,Ana,Lima,34.0,,Florianopolis,SC,2023-11-24,consumer,gold,organic,1,66.32
256,Luisa,Kim,33.0,F,Rio de Janeiro,RJ,2024-04-28,consumer,gold,organic,1,108.93
257,Lucas,Kim,23.0,F,Goiania,GO,2025-07-10,consumer,bronze,organic,0,55.53
258,Marina,Nagata,34.0,M,Campinas,SP,2025-01-21,enterprise,silver,paid_search,1,91.64
259,Paulo,Barbosa,24.0,F,Sao Paulo,SP,2024-01-17,consumer,bronze,email,1,61.16
260,Gabriela,Cardoso,31.0,,Curitiba,PR,2025-07-02,consumer,platinum,organic,1,163.11
261,Olivia,Costa,27.0,,Brasilia,DF,2023-06-01,consumer,bronze,social,1,55.62
262,Mateus,Kim,38.0,Other,Goiania,GO,2024-10-16,consumer,silver,social,1,136.24
263,Rafael,Kim,20.0,F,Brasilia,DF,2023-12-23,consumer,bronze,direct,1,58.27
264,Rafael,Araujo,,Other,Brasilia,DF,2024-04-29,consumer,bronze,referral,0,20.0
265,Valentina,Oliveira,19.0,,Campinas,SP,2023-09-23,consumer,bronze,direct,1,74.44
266,Renata,Tanaka,33.0,F,Florianopolis,SC,2025-09-07,consumer,silver,social,1,94.4
267,Olivia,Matsuda,33.0,Other,Porto Alegre,RS,2023-06-01,consumer,bronze,referral,1,38.09
268,Luisa,Lima,20.0,F,Campinas,SP,2024-01-08,consumer,gold,direct,1,25.33
269,Joao,Costa,27.0,M,Campinas,SP,2023-11-10,consumer,silver,paid_search,1,124.45
270,Julia,Oliveira,55.0,Other,Campinas,SP,2024-08-04,consumer,gold,email,1,46.37
271,Carla,Barbosa,34.0,M,Curitiba,PR,2025-12-28,consumer,gold,social,1,42.43
272,Camila,Ribeiro,30.0,F,Fortaleza,CE,2024-11-22,consumer,bronze,direct,1,74.5
